test_id; energy cons (J); time elapsed (ms); cpuloadnormalized (%); memoryusage (KB); gpuload (%); coverage (%);begin_used_cpu;batteryremaining;cpu1load;cpu4load;begin_main_cpu_freq;cpu3frequency;begin_nr_procceses;begin_nr_files_keyboard_folder;end_ischarging;memoryusage;end_used_mem_kernel;cpu1frequency;cpu2load;cpuloadnormalized;end_main_cpu_freq;end_battery_temperature;end_used_cpu;begin_keyboard;batterystatus;begin_battery_temperature;begin_used_mem_kernel;cpuload;batterypower;end_nr_files_keyboard_folder;applicationstate;begin_ischarging;begin_used_mem_pss;gpuload;cpu4frequency;gpufrequency;begin_battery_level;cpu3load;elapsedtime;screenbrightness;end_used_mem_pss;end_battery_level;begin_battery_voltage;end_keyboard;cpu2frequency;description;end_battery_voltage;end_nr_procceses;energyconsumed;total_loc;total_complexity;total_loc_java;total_loc_kotlin;total_traced_methods;total_coverage;timestamp_begin_begin;used_cpu_begin_begin;used_mem_pss_begin_begin;used_mem_kernel_begin_begin;nr_processes_begin_begin;ischarging_begin_begin;battery_level_begin_begin;battery_temperature_begin_begin;keyboard_begin_begin;battery_voltage_begin_begin;screen_state_begin_begin;screen_brightness_begin_begin;wifi_begin_begin;bluetooth_begin_begin;hotspot_begin_begin;nfc_begin_begin;gps_begin_begin;speaker_begin_begin;timestampendend;used_cpuendend;used_mem_pssendend;used_mem_kernelendend;nr_processesendend;ischargingendend;battery_levelendend;battery_temperatureendend;keyboardendend;battery_voltageendend;screen_stateendend;screen_brightnessendend;wifiendend;bluetoothendend;hotspotendend;nfcendend;gpsendend;speakerendend;perf_issues;red_apis;app_category
1986;5.549525156911108;5961;24.54;1579810.92;10.61;25.6198347107438;9.96;100.00;0.00;0.00;-1;0.00;0;-1;1;1579810.92;110284;960000.00;22.00;24.54;-1;356;9.96;com.google.android.inputmethod.latin/com.android.inputmethod.latin.LatinIME;1.00;356;110284;26.00;314523.00;-1;1.00;1;618288;10.61;0.00;200000.00;100;0.00;5961;1.00;618288;100;4321;com.google.android.inputmethod.latin/com.android.inputmethod.latin.LatinIME;1267200.00;0.00;4321;0;5.549525156911108;2799;218;1828;0;778;37.1900826446281;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;4;PRODUCTIVITY
927139;5.956377410787162;5590;24.18;1575811.07;8.21;25.6198347107438;9.49;100.00;0.00;0.00;-1;0.00;0;-1;1;1575811.07;112664;960000.00;0.00;24.18;-1;356;9.49;com.google.android.inputmethod.latin/com.android.inputmethod.latin.LatinIME;1.00;356;112664;0.00;2063.00;-1;1.00;1;612537;8.21;0.00;200000.00;100;0.00;5590;1.00;612537;100;4321;com.google.android.inputmethod.latin/com.android.inputmethod.latin.LatinIME;1267200.00;0.00;4321;0;5.956377410787162;2799;218;1828;0;778;37.1900826446281;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;3;PRODUCTIVITY
85632;6.234009476964911;5397;26.72;1571037.04;3.00;26.446280991735538;9.1;100.00;10.00;0.00;-1;0.00;0;-1;1;1571037.04;110100;1190400.00;0.00;26.72;-1;356;9.1;com.google.android.inputmethod.latin/com.android.inputmethod.latin.LatinIME;1.00;356;110100;21.00;225277.00;-1;1.00;1;613149;3.00;0.00;200000.00;100;0.00;5397;1.00;613149;100;4321;com.google.android.inputmethod.latin/com.android.inputmethod.latin.LatinIME;960000.00;0.00;4321;0;6.234009476964911;2799;218;1828;0;778;37.1900826446281;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;3;PRODUCTIVITY
11;5.624948171548838;4944;25.61;1575448.90;6.53;28.92561983471074;9.81;100.00;11.00;0.00;-1;0.00;0;-1;1;1575448.90;110244;1190400.00;9.00;25.61;-1;356;9.81;com.google.android.inputmethod.latin/com.android.inputmethod.latin.LatinIME;1.00;356;110244;5.00;233216.00;-1;1.00;1;612811;6.53;0.00;200000.00;100;0.00;4944;1.00;612811;100;4307;com.google.android.inputmethod.latin/com.android.inputmethod.latin.LatinIME;960000.00;0.00;4307;0;5.624948171548838;2799;218;1828;0;778;37.1900826446281;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;5;PRODUCTIVITY
63737;6.793259642754092;5232;28.44;1574336.00;0.73;26.446280991735538;9.32;100.00;9.00;0.00;-1;0.00;0;-1;1;1574336.00;110236;1190400.00;0.00;28.44;-1;356;9.32;com.google.android.inputmethod.latin/com.android.inputmethod.latin.LatinIME;1.00;356;110236;16.00;224930.00;-1;1.00;1;614815;0.73;0.00;200000.00;100;0.00;5232;1.00;614815;100;4321;com.google.android.inputmethod.latin/com.android.inputmethod.latin.LatinIME;1267200.00;0.00;4321;0;6.793259642754092;2799;218;1828;0;778;37.1900826446281;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;3;PRODUCTIVITY
40201;7.523133031631326;5592;28.80;1575807.07;10.80;27.27272727272727;9.35;100.00;10.00;0.00;-1;0.00;0;-1;1;1575807.07;112704;960000.00;0.00;28.80;-1;356;9.35;com.google.android.inputmethod.latin/com.android.inputmethod.latin.LatinIME;1.00;356;112704;10.00;256332.00;-1;1.00;1;613022;10.80;0.00;200000.00;100;0.00;5592;1.00;613022;100;4321;com.google.android.inputmethod.latin/com.android.inputmethod.latin.LatinIME;1267200.00;0.00;4321;0;7.523133031631326;2799;218;1828;0;778;37.1900826446281;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;5;PRODUCTIVITY
321241566;6.13469624028244;4935;24.88;1574827.51;6.84;23.140495867768596;9.37;100.00;0.00;0.00;-1;0.00;0;-1;1;1574827.51;110192;1190400.00;0.00;24.88;-1;356;9.37;com.google.android.inputmethod.latin/com.android.inputmethod.latin.LatinIME;1.00;356;110192;5.00;129197.00;-1;1.00;1;610354;6.84;0.00;200000.00;100;0.00;4935;1.00;610354;100;4321;com.google.android.inputmethod.latin/com.android.inputmethod.latin.LatinIME;1267200.00;0.00;4321;0;6.13469624028244;2799;218;1828;0;778;37.1900826446281;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;3;PRODUCTIVITY
46019191;7.375389976268901;6812;23.46;1580640.29;3.47;28.09917355371901;9.37;100.00;0.00;0.00;-1;0.00;0;-1;1;1580640.29;110216;1267200.00;0.00;23.46;-1;356;9.37;com.google.android.inputmethod.latin/com.android.inputmethod.latin.LatinIME;1.00;356;110216;14.00;167947.00;-1;1.00;1;620636;3.47;0.00;200000.00;100;0.00;6812;1.00;620636;100;4321;com.google.android.inputmethod.latin/com.android.inputmethod.latin.LatinIME;960000.00;0.00;4321;0;7.375389976268901;2799;218;1828;0;778;37.1900826446281;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;3;PRODUCTIVITY
8723733;7.320230038224927;5465;26.16;1573630.11;5.76;28.09917355371901;9.28;100.00;0.00;0.00;-1;0.00;0;-1;1;1573630.11;110236;1267200.00;11.00;26.16;-1;356;9.28;com.google.android.inputmethod.latin/com.android.inputmethod.latin.LatinIME;1.00;356;110236;7.00;70101.00;-1;1.00;1;615361;5.76;0.00;200000.00;100;0.00;5465;1.00;615361;100;4321;com.google.android.inputmethod.latin/com.android.inputmethod.latin.LatinIME;960000.00;0.00;4321;0;7.320230038224927;2799;218;1828;0;778;37.1900826446281;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;3;PRODUCTIVITY
4227799;6.690667998399347;4744;28.98;1574172.94;8.55;26.446280991735538;9.62;100.00;0.00;0.00;-1;0.00;0;-1;1;1574172.94;110296;960000.00;12.00;28.98;-1;356;9.62;com.google.android.inputmethod.latin/com.android.inputmethod.latin.LatinIME;1.00;356;110296;16.00;233216.00;-1;1.00;1;639459;8.55;0.00;200000.00;100;0.00;4744;1.00;639459;100;4321;com.google.android.inputmethod.latin/com.android.inputmethod.latin.LatinIME;1267200.00;0.00;4321;0;6.690667998399347;2799;218;1828;0;778;37.1900826446281;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;5;PRODUCTIVITY
20101001;5.344034830231609;4402;25.11;1573327.91;0.55;28.92561983471074;9.41;100.00;0.00;0.00;-1;0.00;0;-1;1;1573327.91;112804;1036800.00;0.00;25.11;-1;356;9.41;com.google.android.inputmethod.latin/com.android.inputmethod.latin.LatinIME;1.00;356;112804;9.00;117639.00;-1;1.00;1;611439;0.55;0.00;200000.00;100;0.00;4402;1.00;611439;100;4321;com.google.android.inputmethod.latin/com.android.inputmethod.latin.LatinIME;1267200.00;0.00;4321;0;5.344034830231609;2799;218;1828;0;778;37.1900826446281;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;3;PRODUCTIVITY
330101;6.048477348408425;6066;23.18;1573654.49;8.95;26.446280991735538;9.51;100.00;11.00;0.00;-1;0.00;0;-1;1;1573654.49;110116;960000.00;0.00;23.18;-1;356;9.51;com.google.android.inputmethod.latin/com.android.inputmethod.latin.LatinIME;1.00;356;110116;23.00;360351.00;-1;1.00;1;611281;8.95;0.00;200000.00;100;0.00;6066;1.00;611281;100;4321;com.google.android.inputmethod.latin/com.android.inputmethod.latin.LatinIME;1267200.00;0.00;4321;0;6.048477348408425;2799;218;1828;0;778;37.1900826446281;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;5;PRODUCTIVITY
22;7.066379677493313;5223;27.54;1581194.54;9.04;23.140495867768596;9.25;100.00;11.00;0.00;-1;0.00;0;-1;1;1581194.54;112820;1267200.00;0.00;27.54;-1;356;9.25;com.google.android.inputmethod.latin/com.android.inputmethod.latin.LatinIME;1.00;356;112820;5.00;129197.00;-1;1.00;1;614840;9.04;0.00;200000.00;100;0.00;5223;1.00;614840;100;4321;com.google.android.inputmethod.latin/com.android.inputmethod.latin.LatinIME;1267200.00;0.00;4321;0;7.066379677493313;2799;218;1828;0;778;37.1900826446281;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;3;PRODUCTIVITY
123456789;5.635515053103336;4918;24.53;1575205.06;6.53;23.140495867768596;9.25;100.00;0.00;0.00;-1;0.00;0;-1;1;1575205.06;112736;1267200.00;0.00;24.53;-1;356;9.25;com.google.android.inputmethod.latin/com.android.inputmethod.latin.LatinIME;1.00;356;112736;19.00;45931.00;-1;1.00;1;608548;6.53;0.00;200000.00;100;0.00;4918;1.00;608548;100;4321;com.google.android.inputmethod.latin/com.android.inputmethod.latin.LatinIME;960000.00;0.00;4321;0;5.635515053103336;2799;218;1828;0;778;37.1900826446281;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;3;PRODUCTIVITY
average;6.3963298004463915;5495.125;25.283749999999998;1575942.4795833332;0.0;26.790633608815423;3.4583333333333335;0;0;0;0;0;0;21
total_loc; 2799
total_complexity; 218
total_loc_java; 1828
total_loc_kotlin; 0
total_traced_methods; 778
total_coverage; 37.1900826446281
